Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
vs Alavés,30,38.0,553,340,279,216,58,254,564,45.0,310,393,115,278,233,786,802,14
vs Almería,35,38.0,583,364,249,236,98,314,613,51.2,299,357,103,254,280,863,676,15
vs Athletic Club,27,38.0,715,428,371,284,60,349,687,50.8,338,411,119,292,370,1085,843,27
vs Atlético Madrid,27,38.0,530,318,257,182,91,227,524,43.3,297,407,104,303,298,828,735,17
vs Barcelona,29,38.0,643,392,333,227,83,338,722,46.8,384,450,159,291,318,961,770,10
vs Betis,35,38.0,756,464,337,343,76,329,715,46.0,386,484,144,340,314,1070,693,13
vs Cádiz,34,38.0,606,370,281,253,72,263,493,53.3,230,341,89,252,243,849,795,7
vs Celta Vigo,31,38.0,627,382,309,254,64,291,586,49.7,295,444,125,319,335,962,721,8
vs Getafe,33,38.0,540,348,267,228,45,260,499,52.1,239,382,113,269,261,801,855,17
vs Girona,25,38.0,673,423,315,235,123,297,650,45.7,353,374,104,270,301,974,630,10
vs Granada,40,38.0,601,344,270,262,69,296,599,49.4,303,390,106,284,290,891,729,11
vs Las Palmas,29,38.0,673,415,301,301,71,308,624,49.4,316,426,99,327,335,1008,656,7
vs Mallorca,25,38.0,532,318,237,231,64,219,470,46.6,251,375,108,267,295,827,814,10
vs Osasuna,29,38.0,530,339,286,187,57,247,484,51.0,237,411,101,310,291,821,903,9
vs Rayo Vallecano,26,38.0,679,408,314,284,81,306,589,52.0,283,388,119,269,285,964,759,17
vs Real Madrid,27,38.0,705,389,393,221,91,393,794,49.5,401,402,146,256,296,1001,689,16
vs Real Sociedad,31,38.0,635,368,305,268,62,284,605,46.9,321,402,112,290,278,913,803,9
vs Sevilla,35,38.0,558,347,247,240,71,278,570,48.8,292,367,88,279,236,794,895,10
vs Valencia,29,38.0,612,379,293,231,88,294,570,51.6,276,406,87,319,269,881,646,10
vs Villarreal,32,38.0,685,436,331,258,96,329,680,48.4,351,422,126,296,346,1031,584,11
